ORIG_ARPT_CDE,DEST_ARPT_CDE,Origin BackBone Category,Dept BackBone Category,Turn Category,Date,ACFT_CAPY_CT,NSTP_MILE_CT,PAX,REV,ASM,RPM
ONT,DEN,Cornerstone,Cornerstone,HFLI,3/8/2019,175,819,713,82849,143325,584322
SMF,PHX,Cornerstone,Constrained,HFLI,3/8/2019,143,647,714,82871,92521,461726
RDU,ATL,Others,Others,LFHI,3/8/2019,143,356,714,82893,50908,254122
SAT,OAK,Key Stations,Constrained,LFHI,3/8/2019,175,1476,714,82915,258300,1053876
BWI,JAX,Constrained,Others,Acceptable,3/8/2019,175,663,714,82937,116025,473509
DEN,OAK,Cornerstone,Constrained,Waste,3/8/2019,143,957,714,82959,136851,683657
PDX,MDW,Key Stations,Key Stations,LFHI,3/8/2019,175,1751,715,82981,306425,1251193
BUR,SJC,Key Stations,Gateway,Acceptable,3/8/2019,143,296,715,83003,42328,211564
IND,HOU,Gateway,Key Stations,LFHI,3/8/2019,143,861,715,83025,123123,615551
MDW,OMA,Key Stations,Constrained,Acceptable,3/8/2019,143,423,715,83047,60489,302491
OAK,BUR,Constrained,Key Stations,HFLI,3/8/2019,143,325,715,83069,46475,232470
PDX,BUR,Key Stations,Key Stations,Waste,3/8/2019,143,817,715,83091,116831,584544
AUS,RDU,Gateway,Others,Acceptable,3/8/2019,143,1162,716,83113,166166,831597
SMF,LAX,Cornerstone,Others,HFLI,3/8/2019,143,373,716,83135,53339,267010
BDL,RSW,Key Stations,Key Stations,Waste,3/8/2019,143,1180,716,83157,168740,844912
BWI,MCI,Constrained,Gateway,Acceptable,3/8/2019,143,967,716,83179,138281,692575
AUS,PHX,Gateway,Constrained,Acceptable,3/8/2019,175,872,716,83201,152600,624695
PHL,MDW,Constrained,Key Stations,LFHI,3/8/2019,143,668,717,83223,95524,478674
BOS,STL,Others,Others,LFHI,3/8/2019,143,1047,717,83245,149721,750449
MCI,MCO,Gateway,Others,HFLI,3/8/2019,143,1072,717,83266,153296,768564
SLC,LAS,Gateway,Key Stations,Waste,3/8/2019,143,368,717,83288,52624,263903
ELP,LAS,Cornerstone,Key Stations,Waste,3/8/2019,143,583,717,83310,83369,418193
MHT,BWI, ,Constrained,Acceptable,3/8/2019,175,377,717,83332,65975,270496
MCI,MSY,Gateway,Constrained,Waste,3/8/2019,143,689,718,83354,98527,494480
LAS,LAX,Key Stations,Others,Acceptable,3/8/2019,143,236,718,83376,33748,169415
PDX,OAK,Key Stations,Constrained,LFHI,3/8/2019,143,543,718,83398,77649,389899
BWI,SAN,Constrained,Constrained,HFLI,3/8/2019,175,2295,718,83420,401625,1648335
SMF,LAS,Cornerstone,Key Stations,HFLI,3/8/2019,143,397,718,83442,56771,285210
MDW,LAS,Key Stations,Key Stations,Acceptable,3/8/2019,175,1521,719,83464,266175,1092984
LAS,TUS,Key Stations,Cornerstone,HFLI,3/8/2019,143,365,719,83486,52195,262354
STL,BWI,Others,Constrained,Acceptable,3/8/2019,143,738,719,83508,105534,530595
ABQ,AUS,Others,Gateway,Waste,3/8/2019,143,619,719,83530,88517,445152
DEN,AUS,Cornerstone,Gateway,HFLI,3/8/2019,143,775,719,83552,110825,557481
RNO,LAS,Others,Key Stations,Waste,3/8/2019,143,345,720,83574,49335,248232
TPA,STL,Others,Others,HFLI,3/8/2019,143,869,720,83596,124267,625417
TUS,SAN,Cornerstone,Constrained,LFHI,3/9/2019,143,368,720,83618,52624,264916
BOS,MCI,Others,Gateway,LFHI,3/9/2019,175,1256,720,83640,219800,904400
STL,MSP,Others,Cornerstone,LFHI,3/9/2019,143,448,720,83662,64064,322671
DAL,DEN,Others,Cornerstone,Acceptable,3/9/2019,143,651,720,83684,93093,469000
GEG,OAK,Others,Constrained,Acceptable,3/9/2019,143,723,721,83706,103389,521004
OAK,SAN,Constrained,Constrained,Acceptable,3/9/2019,143,446,721,83728,63778,321476
MSY,LAS,Constrained,Key Stations,Acceptable,3/9/2019,175,1500,721,83750,262500,1081472
MDW,MCI,Key Stations,Gateway,Waste,3/9/2019,143,405,721,83771,57915,292072
ONT,SJC,Cornerstone,Gateway,Acceptable,3/9/2019,143,333,721,83793,47619,240209
IND,LAS,Gateway,Key Stations,Acceptable,3/9/2019,175,1590,722,83815,278250,1147236
PHX,OAK,Constrained,Constrained,Waste,3/9/2019,175,646,722,83837,113050,466228
AUS,IND,Gateway,Gateway,Acceptable,3/9/2019,143,919,722,83859,131417,663425
PHL,BNA,Constrained,Gateway,Acceptable,3/9/2019,143,675,722,83881,96525,487406
HRL,AUS,Cornerstone,Gateway,Acceptable,3/9/2019,143,273,722,83903,39039,197179
LAS,SMF,Key Stations,Cornerstone,LFHI,3/9/2019,175,397,722,83925,69475,286812
BNA,SAN,Gateway,Constrained,HFLI,3/9/2019,175,1751,723,83947,306425,1265330
DEN,BZE,Cornerstone,Cornerstone,Acceptable,3/9/2019,143,1824,723,83969,260832,1318417
BOI,SJC,Gateway,Gateway,Waste,3/9/2019,143,523,723,83991,74789,378129
DAL,TUL,Others,Cornerstone,Acceptable,3/9/2019,143,237,723,84013,33891,171394
MDW,BHM,Key Stations,Others,HFLI,3/9/2019,143,570,723,84035,81510,412319
DEN,MKE,Cornerstone,Cornerstone,Waste,3/9/2019,143,896,724,84057,128128,648301
MDW,MCI,Key Stations,Gateway,Waste,3/9/2019,143,405,724,84079,57915,293112
BNA,DAL,Gateway,Others,HFLI,3/9/2019,143,623,724,84101,89089,451000
MCO,DCA,Others,Constrained,Acceptable,3/9/2019,143,759,724,84123,108537,549593
ONT,SMF,Cornerstone,Cornerstone,Acceptable,3/9/2019,143,390,724,84145,55770,282471
FLL,BWI,Cornerstone,Constrained,Acceptable,3/9/2019,143,925,724,84167,132275,670133
SJC,LAS,Gateway,Key Stations,Acceptable,3/9/2019,175,386,725,84189,67550,279715
SAN,SMF,Constrained,Cornerstone,LFHI,3/9/2019,143,480,725,84211,68640,347921
SEA,STL,Constrained,Others,Acceptable,3/9/2019,143,1709,725,84233,244387,1239056
BNA,DAL,Gateway,Others,Waste,3/9/2019,175,623,725,84254,109025,451801
CHS,BNA,Cornerstone,Gateway,HFLI,3/9/2019,143,439,725,84276,62777,318444
PHX,SAN,Constrained,Constrained,Waste,3/9/2019,143,304,726,84298,43472,220573
DEN,SJC,Cornerstone,Gateway,Waste,3/9/2019,143,948,726,84320,135564,688013
SAT,ATL,Key Stations,Others,HFLI,3/9/2019,175,874,726,84342,152950,634468
PIT,ATL,Key Stations,Others,Waste,3/9/2019,175,526,726,84364,92050,381939
MDW,CHS,Key Stations,Cornerstone,Waste,3/9/2019,143,745,726,84386,106535,541096
BWI,ISP,Constrained,Key Stations,Waste,3/9/2019,143,220,726,84408,31460,159827
DEN,SFO,Cornerstone,Constrained,Waste,3/9/2019,143,967,727,84430,138281,702690
BWI,FLL,Constrained,Cornerstone,LFHI,3/9/2019,175,925,727,84452,161875,672339
DEN,HOU,Cornerstone,Key Stations,HFLI,3/9/2019,143,883,727,84474,126269,641973
DAL,TUL,Others,Cornerstone,HFLI,3/9/2019,143,237,727,84496,33891,172351
PHX,SFO,Constrained,Constrained,HFLI,3/9/2019,143,651,727,84518,93093,473540
MDW,PVD,Key Stations,Constrained,Waste,3/9/2019,143,842,728,84540,120406,612628
MEM,BWI,Cornerstone,Constrained,LFHI,3/9/2019,143,787,728,84562,112541,572756
LAX,MSY,Others,Constrained,LFHI,3/9/2019,175,1670,728,84584,292250,1215684
SFO,STL,Constrained,Others,Waste,3/9/2019,175,1735,728,84606,303625,1263319
MDW,BNA,Key Stations,Gateway,Acceptable,3/9/2019,143,395,728,84628,56485,287687
SAN,DAL,Constrained,Others,Acceptable,3/9/2019,175,1182,729,84650,206850,861093
DEN,PDX,Cornerstone,Key Stations,HFLI,3/9/2019,143,991,729,84672,141713,722130
SAN,SMF,Constrained,Cornerstone,Waste,3/10/2019,143,480,729,84694,68640,349858
RNO,LAS,Others,Key Stations,LFHI,3/10/2019,143,345,729,84716,49335,251524
BNA,MKE,Gateway,Cornerstone,HFLI,3/10/2019,143,475,729,84738,67925,346388
HRL,DAL,Cornerstone,Others,LFHI,3/10/2019,143,459,729,84759,65637,334805
PHX,AUS,Constrained,Gateway,LFHI,3/10/2019,175,872,730,84781,152600,636216
DAL,STL,Others,Others,Waste,3/10/2019,143,546,730,84803,78078,398465
MCO,STL,Others,Others,Acceptable,3/10/2019,175,882,730,84825,154350,643836
SAN,DEN,Constrained,Cornerstone,HFLI,3/10/2019,143,853,730,84847,121979,622823
CLE,BWI,Gateway,Constrained,LFHI,3/10/2019,143,314,730,84869,44902,229327
PHL,TPA,Constrained,Others,Acceptable,3/10/2019,143,920,731,84891,131560,672081
MEM,DEN,Cornerstone,Cornerstone,Acceptable,3/10/2019,143,872,731,84913,124696,637176
SNA,DEN,Gateway,Cornerstone,HFLI,3/10/2019,143,846,731,84935,120978,618333
LAX,SFO,Others,Constrained,Waste,3/10/2019,143,337,731,84957,48191,246372
SLC,PHX,Gateway,Constrained,HFLI,3/10/2019,143,507,731,84979,72501,370747
BWI,DTW,Constrained,Key Stations,LFHI,3/10/2019,143,409,731,85001,58487,299159
ATL,PBI,Others,Cornerstone,Acceptable,3/10/2019,143,545,732,85023,77935,398735
MDW,BWI,Key Stations,Constrained,LFHI,3/10/2019,143,611,732,85045,87373,447135
CMH,LAS,Gateway,Key Stations,Waste,3/10/2019,175,1771,732,85067,309925,1296357
ATL,OAK,Others,Constrained,Acceptable,3/10/2019,175,2130,732,85089,372750,1559532
MDW,MCI,Key Stations,Gateway,Acceptable,3/10/2019,143,405,732,85111,57915,296605
DEN,IAD,Cornerstone,Constrained,LFHI,3/10/2019,175,1452,733,85133,254100,1063651
SAN,SFO,Constrained,Constrained,HFLI,3/10/2019,143,447,733,85155,63921,327528
TPA,BWI,Others,Constrained,Waste,3/10/2019,175,842,733,85177,147350,617109
PHX,CMH,Constrained,Gateway,Waste,3/10/2019,175,1670,733,85199,292250,1224264
ATL,TPA,Others,Others,LFHI,3/10/2019,175,406,733,85221,71050,297710
BWI,DTW,Constrained,Key Stations,Waste,3/10/2019,143,409,733,85242,58487,299985
HOU,ATL,Key Stations,Others,HFLI,3/10/2019,143,696,734,85264,99528,510615
SEA,PHX,Constrained,Constrained,HFLI,3/10/2019,175,1107,734,85286,193725,812346
HOU,MDW,Key Stations,Key Stations,LFHI,3/10/2019,143,937,734,85308,133991,687767
PHX,LAX,Constrained,Others,LFHI,3/10/2019,143,370,734,85330,52910,271651
TPA,AUS,Others,Gateway,HFLI,3/10/2019,143,928,734,85352,132704,681502
OAK,ATL,Constrained,Others,LFHI,3/10/2019,175,2130,735,85374,372750,1564613
PDX,OAK,Key Stations,Constrained,Acceptable,3/10/2019,143,543,735,85396,77649,398966
LAX,DEN,Others,Cornerstone,Acceptable,3/10/2019,143,862,735,85418,123266,633507
BUR,LAS,Key Stations,Key Stations,Waste,3/10/2019,143,223,735,85440,31889,163930
FLL,STL,Cornerstone,Others,LFHI,3/10/2019,175,1057,735,85462,184975,777206
BOS,CMH,Others,Gateway,Waste,3/10/2019,143,640,735,85484,91520,470706
SNA,OAK,Gateway,Constrained,HFLI,3/10/2019,143,371,736,85506,53053,272930
SAN,SFO,Constrained,Constrained,Waste,3/10/2019,143,447,736,85528,63921,328923
SAT,TPA,Key Stations,Others,Acceptable,3/10/2019,175,972,736,85550,170100,715419
BNA,CLE,Gateway,Gateway,Acceptable,3/10/2019,143,448,736,85572,64064,329823
ATL,CLE,Others,Gateway,Acceptable,3/10/2019,143,554,736,85594,79222,407963
DTW,BWI,Key Stations,Constrained,Waste,3/10/2019,143,409,737,85616,58487,301261
PHX,HOU,Constrained,Key Stations,Acceptable,3/10/2019,143,1020,737,85638,145860,751497
FLL,BDL,Cornerstone,Key Stations,Waste,3/10/2019,143,1173,737,85660,167739,864437
ISP,MCO,Key Stations,Others,Acceptable,3/10/2019,143,971,737,85682,138853,715752
SFO,LAS,Constrained,Key Stations,Waste,3/10/2019,143,414,737,85704,59202,305247
CLE,DEN,Gateway,Cornerstone,Waste,3/10/2019,175,1201,737,85726,210175,885733
SLC,DEN,Gateway,Cornerstone,Acceptable,3/10/2019,143,391,738,85747,55913,288433
DAL,STL,Others,Others,HFLI,3/10/2019,143,546,738,85769,78078,402873
LGA,STL,Gateway,Others,LFHI,3/10/2019,143,888,738,85791,126984,655385
BNA,TPA,Gateway,Others,LFHI,3/11/2019,143,612,738,85813,87516,451797
DAL,BWI,Others,Constrained,HFLI,3/11/2019,143,1209,738,85835,172887,892742
MCO,BHM,Others,Others,Acceptable,3/11/2019,143,479,739,85857,68497,353788
HOU,SAT,Key Stations,Key Stations,Acceptable,3/11/2019,175,192,739,85879,33600,141846
OAK,LAS,Constrained,Key Stations,LFHI,3/11/2019,175,407,739,85901,71225,300758
BNA,MDW,Gateway,Key Stations,Waste,3/11/2019,143,395,739,85923,56485,291963
OAK,BUR,Constrained,Key Stations,LFHI,3/11/2019,143,325,739,85945,46475,240283
PHX,BOI,Constrained,Gateway,Acceptable,3/11/2019,143,735,740,85967,105105,543543
DAL,TPA,Others,Others,Acceptable,3/11/2019,143,917,740,85989,131131,678303
MCO,SJU,Others,Cornerstone,LFHI,3/11/2019,175,1189,740,86011,208075,879719
MDW,HOU,Key Stations,Key Stations,Waste,3/11/2019,175,937,740,86033,163975,693441
BHM,MDW,Others,Key Stations,Waste,3/11/2019,143,570,740,86055,81510,421942
MCO,CVG,Others, ,HFLI,3/11/2019,175,757,740,86077,132475,560507
TPA,BNA,Others,Gateway,LFHI,3/11/2019,143,612,741,86099,87516,453257
MDW,DAL,Key Stations,Others,Acceptable,3/11/2019,143,793,741,86121,113399,587454
BWI,MKE,Constrained,Cornerstone,Waste,3/11/2019,175,641,741,86143,112175,474970
DEN,RNO,Cornerstone,Others,Acceptable,3/11/2019,143,804,741,86165,114972,595898
BWI,PWM,Constrained, ,Waste,3/11/2019,143,452,741,86187,64636,335090
LAS,MDW,Key Stations,Key Stations,Acceptable,3/11/2019,143,1521,742,86209,217503,1127872
HOU,CRP,Key Stations, ,Acceptable,3/11/2019,143,187,742,86230,26741,138701
DCA,MCI,Constrained,Gateway,Waste,3/11/2019,175,949,742,86252,166075,704063
BUR,PHX,Key Stations,Constrained,Waste,3/11/2019,143,369,742,86274,52767,273829
MDW,RDU,Key Stations,Others,Acceptable,3/11/2019,143,632,742,86296,90376,469113
DAL,MCI,Others,Gateway,HFLI,3/11/2019,143,460,742,86318,65780,341527
BWI,IND,Constrained,Gateway,LFHI,3/11/2019,143,516,743,86340,73788,383199
PHX,BUR,Constrained,Key Stations,Waste,3/11/2019,143,369,743,86362,52767,274100
BOS,BWI,Others,Constrained,Waste,3/11/2019,175,369,743,86384,64575,274167
BUR,SJC,Key Stations,Gateway,LFHI,3/11/2019,143,296,743,86406,42328,219983
BNA,LGA,Gateway,Gateway,HFLI,3/11/2019,143,764,743,86428,109252,567933
SJC,MDW,Gateway,Key Stations,Acceptable,3/11/2019,143,1838,744,86450,262834,1366648
PHX,DTW,Constrained,Key Stations,Acceptable,3/11/2019,175,1671,744,86472,292425,1242781
BOS,ATL,Others,Others,HFLI,3/11/2019,175,946,744,86494,165550,703747
RDU,AUS,Others,Gateway,Acceptable,3/11/2019,143,1162,744,86516,166166,864647
DAL,MCI,Others,Gateway,HFLI,3/11/2019,143,460,744,86538,65780,342371
DEN,PHX,Cornerstone,Constrained,Waste,3/11/2019,175,602,744,86560,105350,448170
SMF,HOU,Cornerstone,Key Stations,HFLI,3/11/2019,143,1624,745,86582,232232,1209316
DAL,SDF,Others,Gateway,HFLI,3/11/2019,143,725,745,86604,103675,540006
ATL,BWI,Others,Constrained,HFLI,3/11/2019,143,577,745,86626,82511,429876
LAX,MKE,Others,Cornerstone,Waste,3/11/2019,175,1756,745,86648,307300,1308577
LGA,MKE,Gateway,Cornerstone,Waste,3/11/2019,143,738,745,86670,105534,550095
MCO,MCI,Others,Gateway,Waste,3/11/2019,143,1072,746,86692,153296,799251
DEN,SFO,Cornerstone,Constrained,LFHI,3/11/2019,175,967,746,86714,169225,721144
SMF,BUR,Cornerstone,Key Stations,Acceptable,3/11/2019,175,358,746,86735,62650,267045
MCO,ATL,Others,Others,Waste,3/11/2019,143,404,746,86757,57772,301433
BNA,FLL,Gateway,Cornerstone,HFLI,3/11/2019,143,793,746,86779,113399,591819
BWI,DAL,Constrained,Others,Waste,3/11/2019,175,1209,746,86801,211575,902504
LGA,MSY,Gateway,Constrained,Waste,3/11/2019,143,1183,747,86823,169169,883312
BWI,PIT,Constrained,Key Stations,Acceptable,3/11/2019,143,210,747,86845,30030,156839
DEN,TPA,Cornerstone,Others,HFLI,3/11/2019,175,1506,747,86867,263550,1125039
DEN,HOU,Cornerstone,Key Stations,Waste,3/12/2019,175,883,747,86889,154525,659797
STL,OKC,Others,Key Stations,Waste,3/12/2019,143,462,747,86911,66066,345301
SJD,OAK,Others,Constrained,LFHI,3/12/2019,143,1248,748,86933,178464,932991
OAK,LGB,Constrained,Gateway,Waste,3/12/2019,143,353,748,86955,50479,263964
ELP,HOU,Cornerstone,Key Stations,LFHI,3/12/2019,175,677,748,86977,118475,506366
BWI,BNA,Constrained,Gateway,Waste,3/12/2019,175,587,748,86999,102725,439158
OAK,LGB,Constrained,Gateway,LFHI,3/12/2019,175,353,748,87021,61775,264158
MKE,TPA,Cornerstone,Others,LFHI,3/12/2019,143,1075,749,87043,153725,804644
MCI,PHX,Gateway,Constrained,LFHI,3/12/2019,143,1044,749,87065,149292,781632
BWI,PVD,Constrained,Constrained,HFLI,3/12/2019,143,327,749,87087,46761,244882
STL,DCA,Others,Constrained,Waste,3/12/2019,143,719,749,87109,102817,538572
AUS,DEN,Gateway,Cornerstone,Acceptable,3/12/2019,143,775,749,87131,110825,580661
TUS,MDW,Cornerstone,Key Stations,Acceptable,3/12/2019,175,1440,749,87153,252000,1079170
DEN,FLL,Cornerstone,Cornerstone,HFLI,3/12/2019,175,1703,750,87175,298025,1276581
ALB,MCO,Key Stations,Others,LFHI,3/12/2019,143,1073,750,87197,153439,804525
BDL,BWI,Key Stations,Constrained,Acceptable,3/12/2019,143,283,750,87219,40469,212243
IND,LAX,Gateway,Others,Waste,3/12/2019,175,1814,750,87240,317450,1360786
OKC,DEN,Key Stations,Cornerstone,Waste,3/12/2019,143,495,750,87262,70785,371419
MSY,AUS,Constrained,Gateway,HFLI,3/12/2019,143,,,87284,0,0
SJC,SNA,Gateway,Gateway,HFLI,3/12/2019,143,,,87306,0,0
FLL,MDW,Cornerstone,Key Stations,LFHI,3/12/2019,175,,,87328,0,0
BUR,OAK,Key Stations,Constrained,Waste,3/12/2019,143,,,87350,0,0
PHL,MCO,Constrained,Others,Acceptable,3/12/2019,175,,,87372,0,0
BWI,ATL,Constrained,Others,Waste,3/12/2019,143,577,751,87394,82511,433582
HOU,SAN,Key Stations,Constrained,Acceptable,3/12/2019,143,1313,752,87416,187759,986884
FLL,RDU,Cornerstone,Others,Waste,3/12/2019,175,680,752,87438,119000,511230
OAK,LAX,Constrained,Others,Acceptable,3/12/2019,143,337,752,87460,48191,253422
SDF,MDW,Gateway,Key Stations,LFHI,3/12/2019,143,271,752,87482,38753,203840
ATL,DAL,Others,Others,Waste,3/12/2019,143,721,752,87504,103103,542451
DAL,LAX,Others,Others,HFLI,3/12/2019,175,1246,753,87526,218050,937669
BWI,DTW,Constrained,Key Stations,Waste,3/12/2019,143,409,753,87548,58487,307865
BOI,PHX,Gateway,Constrained,LFHI,3/12/2019,143,735,753,87570,105105,553389
MHT,BWI, ,Constrained,HFLI,3/12/2019,175,377,753,87592,65975,283916
SMF,SAN,Cornerstone,Constrained,Waste,3/12/2019,175,480,753,87614,84000,361573
DEN,BUR,Cornerstone,Key Stations,Acceptable,3/12/2019,143,850,753,87636,121550,640441
BWI,ISP,Constrained,Key Stations,Acceptable,3/12/2019,143,220,754,87658,31460,165802
STL,LIT,Others,Key Stations,HFLI,3/12/2019,175,296,754,87680,51800,223133
DAL,DCA,Others,Constrained,LFHI,3/12/2019,175,1184,754,87702,207200,892749
TPA,SJU,Others,Cornerstone,LFHI,3/12/2019,175,1237,754,87723,216475,932939
BOI,GEG,Gateway,Others,LFHI,3/12/2019,143,287,754,87745,41041,216507
SAN,LAS,Constrained,Key Stations,HFLI,3/12/2019,143,258,755,87767,36894,194677
SAN,OAK,Constrained,Constrained,HFLI,3/12/2019,143,446,755,87789,63778,336616
STL,DTW,Others,Key Stations,Waste,3/12/2019,175,440,755,87811,77000,332169
CRP,HOU, ,Key Stations,LFHI,3/12/2019,143,187,755,87833,26741,141206
TUL,DAL,Cornerstone,Others,Waste,3/12/2019,143,237,755,87855,33891,179005
SJC,PDX,Gateway,Key Stations,LFHI,3/12/2019,143,569,755,87877,81367,429868
HOU,AUS,Key Stations,Gateway,Acceptable,3/12/2019,143,148,756,87899,21164,111838
HOU,AUS,Key Stations,Gateway,Acceptable,3/12/2019,143,148,756,87921,21164,111865
DAL,BHM,Others,Others,Acceptable,3/12/2019,143,587,756,87943,83941,443789
RNO,SJC,Others,Gateway,LFHI,3/12/2019,143,188,756,87965,26884,142168
DTW,MDW,Key Stations,Key Stations,Waste,3/12/2019,143,228,756,87987,32604,172458
TPA,PVD,Others,Constrained,HFLI,3/13/2019,143,1136,757,88009,162448,859475
BWI,MCO,Constrained,Others,Acceptable,3/13/2019,143,787,757,88031,112541,595573
HOU,LAX,Key Stations,Others,Acceptable,3/13/2019,143,1390,757,88053,198770,1052156
SFO,BUR,Constrained,Key Stations,LFHI,3/13/2019,143,326,757,88075,46618,246825
OAK,ONT,Constrained,Cornerstone,LFHI,3/13/2019,143,362,757,88097,51766,274148
LAS,DAL,Key Stations,Others,HFLI,3/13/2019,143,1067,757,88119,152581,808250
OAK,GEG,Constrained,Others,Acceptable,3/13/2019,143,723,758,88141,103389,547803
TPA,IND,Others,Gateway,HFLI,3/13/2019,175,837,758,88163,146475,634333
SAN,HOU,Constrained,Key Stations,Waste,3/13/2019,175,1313,758,88185,229775,995317
PHX,SAN,Constrained,Constrained,HFLI,3/13/2019,143,304,758,88207,43472,230502
ATL,MCO,Others,Others,Waste,3/13/2019,143,404,758,88228,57772,306400
SJC,SNA,Gateway,Gateway,Waste,3/13/2019,143,342,759,88250,48906,259441
LGB,SMF,Gateway,Cornerstone,Acceptable,3/13/2019,143,387,759,88272,55341,293649
RDU,FLL,Others,Cornerstone,HFLI,3/13/2019,143,680,759,88294,97240,516097
IND,BWI,Gateway,Constrained,LFHI,3/13/2019,175,516,759,88316,90300,391721
DAL,LGA,Others,Gateway,Waste,3/13/2019,143,1381,759,88338,197483,1048638
PDX,SJC,Key Stations,Gateway,Acceptable,3/13/2019,143,569,760,88360,81367,432165
BOI,DEN,Gateway,Cornerstone,Waste,3/13/2019,175,649,760,88382,113575,493045
SJU,MCO,Cornerstone,Others,LFHI,3/13/2019,175,1189,760,88404,208075,903501
LAS,DEN,Key Stations,Cornerstone,LFHI,3/13/2019,143,628,760,88426,89804,477322
DAL,DCA,Others,Constrained,Acceptable,3/13/2019,175,1184,760,88448,207200,900136
ONT,OAK,Cornerstone,Constrained,Waste,3/13/2019,143,362,760,88470,51766,275277
HOU,PHX,Key Stations,Constrained,Acceptable,3/13/2019,143,1020,761,88492,145860,775829
MDW,CMH,Key Stations,Gateway,LFHI,3/13/2019,143,283,761,88514,40469,215307
PHX,DEN,Constrained,Cornerstone,Acceptable,3/13/2019,143,602,761,88536,86086,458112
HOU,MCO,Key Stations,Others,HFLI,3/13/2019,143,849,761,88558,121407,646231
CUN,FLL,Cornerstone,Cornerstone,LFHI,3/13/2019,143,549,761,88580,78507,417982
TPA,ISP,Others,Key Stations,HFLI,3/13/2019,143,1034,762,88602,147862,787427
PHX,MKE,Constrained,Cornerstone,HFLI,3/13/2019,143,1460,762,88624,208780,1112108
LGA,DEN,Gateway,Cornerstone,Waste,3/13/2019,143,1620,762,88646,231660,1234280
CMH,MDW,Gateway,Key Stations,HFLI,3/13/2019,143,283,762,88668,40469,215670
OMA,MDW,Constrained,Key Stations,Acceptable,3/13/2019,143,423,762,88690,60489,322440
DEN,SEA,Cornerstone,Constrained,HFLI,3/13/2019,143,1024,762,88711,146432,780751
LAS,SFO,Key Stations,Constrained,HFLI,3/13/2019,143,414,763,88733,59202,315731
PHX,MCI,Constrained,Gateway,LFHI,3/13/2019,143,1044,763,88755,149292,796383
SAN,SFO,Constrained,Constrained,LFHI,3/13/2019,143,447,763,88777,63921,341062
SAN,TUS,Constrained,Cornerstone,Acceptable,3/13/2019,143,368,763,88799,52624,280852
MCO,SDF,Others,Gateway,LFHI,3/13/2019,143,719,763,88821,102817,548863
LAX,SJC,Others,Gateway,Acceptable,3/13/2019,143,308,764,88843,44044,235174
DAL,HOU,Others,Key Stations,Waste,3/13/2019,143,239,764,88865,34177,182533
OKC,PHX,Key Stations,Constrained,Acceptable,3/13/2019,143,833,764,88887,119119,636345
BNA,RDU,Gateway,Others,Acceptable,3/13/2019,143,442,764,88909,63206,337734
MSY,AUS,Constrained,Gateway,Waste,3/13/2019,143,444,764,88931,63492,339343
PIT,PHX,Key Stations,Constrained,HFLI,3/13/2019,143,1814,764,88953,259402,1386749
BNA,SJC,Gateway,Gateway,HFLI,3/13/2019,143,1947,765,88975,278421,1488781
DEN,IND,Cornerstone,Gateway,LFHI,3/13/2019,175,977,765,88997,170975,747246
MAF,DAL,Key Stations,Others,HFLI,3/13/2019,143,319,765,89019,45617,244042
MCI,DCA,Gateway,Constrained,LFHI,3/13/2019,143,949,765,89041,135707,726179
MCO,DAL,Others,Others,Waste,3/13/2019,175,973,765,89063,170275,744723
MCO,DEN,Others,Cornerstone,HFLI,3/14/2019,143,1546,766,89085,221078,1183574
BHM,MCO,Others,Others,LFHI,3/14/2019,143,479,766,89107,68497,366797
ABQ,MDW,Others,Key Stations,Acceptable,3/14/2019,143,1121,766,89129,160303,858617
IND,TPA,Gateway,Others,LFHI,3/14/2019,175,837,766,89151,146475,641244
LAS,RNO,Key Stations,Others,Acceptable,3/14/2019,143,345,766,89173,49335,264375
LGA,BNA,Gateway,Gateway,Waste,3/14/2019,143,764,766,89195,109252,585598
MCO,DCA,Others,Constrained,Acceptable,3/14/2019,143,759,767,89216,108537,581904
SJC,LAS,Gateway,Key Stations,HFLI,3/14/2019,143,386,767,89238,55198,296006
HOU,SAN,Key Stations,Constrained,HFLI,3/14/2019,175,1313,767,89260,229775,1007123
BWI,MHT,Constrained, ,LFHI,3/14/2019,143,377,767,89282,53911,289243
SAN,BWI,Constrained,Constrained,LFHI,3/14/2019,143,2295,767,89304,328185,1761198
BUF,MDW,Key Stations,Key Stations,HFLI,3/14/2019,143,468,768,89326,66924,359232
BWI,AUA,Constrained, ,Acceptable,3/14/2019,143,1881,768,89348,268983,1444182
SEA,PHX,Constrained,Constrained,HFLI,3/14/2019,143,1107,768,89370,158301,850128
STL,HOU,Others,Key Stations,Waste,3/14/2019,143,687,768,89392,98241,527713
BWI,SAT,Constrained,Key Stations,Acceptable,3/14/2019,143,1407,768,89414,201201,1081032
SLC,LAX,Gateway,Others,Acceptable,3/14/2019,143,590,769,89436,84370,453419
SEA,MDW,Constrained,Key Stations,LFHI,3/14/2019,175,1733,769,89458,303275,1332141
OAK,LAX,Constrained,Others,LFHI,3/14/2019,143,337,769,89480,48191,259111
OMA,PHX,Constrained,Constrained,LFHI,3/14/2019,143,1037,769,89502,148291,797513
MCI,BWI,Gateway,Constrained,LFHI,3/14/2019,143,967,769,89524,138281,743856
TPA,BUF,Others,Key Stations,LFHI,3/14/2019,175,1053,769,89546,184275,810204
MSP,BWI,Cornerstone,Constrained,Acceptable,3/14/2019,175,936,770,89568,163800,720354
